Airline,Flight,To,Status,Scheduled,Updated,Term-Gate
Virgin Atlantic,4613,"Pittsburgh, PA (PIT)",In Air,7:44 AM,7:39 AM,Term 4 - B53
American Airlines,1263,"Las Vegas, NV (LAS)",In Air,7:45 AM,7:38 AM,Term 8 - 42
British Airways,8665,"Las Vegas, NV (LAS)",In Air,7:45 AM,7:38 AM,Term 8 - 42
China Airlines,9094,"Chicago, IL (ORD)",In Air,7:45 AM,7:44 AM,Term 4 - B47
China Eastern Airlines,8835,"Chicago, IL (ORD)",In Air,7:45 AM,7:44 AM,Term 4 - B47
China Southern Airlines,1274,"Chicago, IL (ORD)",In Air,7:45 AM,7:44 AM,Term 4 - B47
Delta Air Lines,4048,"Chicago, IL (ORD)",In Air,7:45 AM,7:44 AM,Term 4 - B47
Korean Air,7349,"Chicago, IL (ORD)",In Air,7:45 AM,7:44 AM,Term 4 - B47
Virgin Atlantic,2032,"Chicago, IL (ORD)",In Air,7:45 AM,7:44 AM,Term 4 - B47
JetBlue Airways,1533,Cartagena (CTG),In Air,7:48 AM,7:44 AM,Term 5 - 24
El Al Israel Airlines,8657,"Jacksonville, FL (JAX)",In Air,7:49 AM,7:44 AM,Term 5 - 26
Hawaiian Airlines,2098,"Jacksonville, FL (JAX)",In Air,7:49 AM,7:44 AM,Term 5 - 26
JetBlue Airways,677,"Jacksonville, FL (JAX)",In Air,7:49 AM,7:44 AM,Term 5 - 26
JetBlue Airways,1669,Punta Cana (PUJ),Departed,7:49 AM,8:17 AM,Term 5 - 27
Royal Air Maroc,9592,"Jacksonville, FL (JAX)",In Air,7:49 AM,7:44 AM,Term 5 - 26
TAP Portugal,8087,"Jacksonville, FL (JAX)",In Air,7:49 AM,7:44 AM,Term 5 - 26
Aer Lingus,8878,London (LHR),In Air,7:55 AM,7:52 AM,Term 7
American Airlines,6143,London (LHR),In Air,7:55 AM,7:52 AM,Term 7
British Airways,178,London (LHR),In Air,7:55 AM,7:52 AM,Term 7
Finnair,5478,London (LHR),In Air,7:55 AM,7:52 AM,Term 7
Iberia Airlines,4618,London (LHR),In Air,7:55 AM,7:52 AM,Term 7
JetBlue Airways,881,Vieux Fort (UVF),Departed,7:55 AM,7:48 AM,Term 5 - 15
China Southern Airlines,1292,Toronto (YYZ),Departed,7:59 AM,7:56 AM,Term 4 - B42
Delta Air Lines,4067,Toronto (YYZ),Departed,7:59 AM,7:56 AM,Term 4 - B42
GOL Transportes Aereos,8415,Toronto (YYZ),Departed,7:59 AM,7:56 AM,Term 4 - B42
Korean Air,7409,Toronto (YYZ),Departed,7:59 AM,7:56 AM,Term 4 - B42
Virgin Atlantic,2921,Toronto (YYZ),Departed,7:59 AM,7:56 AM,Term 4 - B42
WestJet Airlines,6335,Toronto (YYZ),Departed,7:59 AM,7:56 AM,Term 4 - B42
Air Tahiti Nui,1101,"Los Angeles, CA (LAX)",In Air,8:00 AM,7:50 AM,Term 8 - 7
American Airlines,1,"Los Angeles, CA (LAX)",In Air,8:00 AM,7:50 AM,Term 8 - 7
American Airlines,947,"Miami, FL (MIA)",In Air,8:00 AM,7:57 AM,Term 8 - 6
British Airways,4337,"Los Angeles, CA (LAX)",In Air,8:00 AM,7:50 AM,Term 8 - 7
British Airways,4362,"Miami, FL (MIA)",In Air,8:00 AM,7:57 AM,Term 8 - 6
El Al Israel Airlines,8623,"Buffalo, NY (BUF)",In Air,8:00 AM,7:52 AM,Term 5 - 06
Hawaiian Airlines,2022,"Buffalo, NY (BUF)",In Air,8:00 AM,7:52 AM,Term 5 - 06
Japan Airlines,7515,"Los Angeles, CA (LAX)",In Air,8:00 AM,7:50 AM,Term 8 - 7
JetBlue Airways,1261,Bridgetown (BGI),In Air,8:00 AM,7:59 AM,Term 5 - 28
JetBlue Airways,1731,St George (BDA),In Air,8:00 AM,7:58 AM,Term 5 - 03
JetBlue Airways,2702,"Buffalo, NY (BUF)",In Air,8:00 AM,7:52 AM,Term 5 - 06
LAN Airlines,6546,"Miami, FL (MIA)",In Air,8:00 AM,7:57 AM,Term 8 - 6
Malaysia Airlines,9466,"Miami, FL (MIA)",In Air,8:00 AM,7:57 AM,Term 8 - 6
Qantas Airways,3100,"Los Angeles, CA (LAX)",In Air,8:00 AM,7:50 AM,Term 8 - 7
Royal Air Maroc,9630,"Buffalo, NY (BUF)",In Air,8:00 AM,7:52 AM,Term 5 - 06
TAM Brazilian Airlines,7849,"Miami, FL (MIA)",In Air,8:00 AM,7:57 AM,Term 8 - 6
El Al Israel Airlines,8639,"Fort Lauderdale, FL (FLL)",Delayed,8:03 AM,8:45 AM,Term 5 - 21
Hawaiian Airlines,2036,"Fort Lauderdale, FL (FLL)",Delayed,8:03 AM,8:45 AM,Term 5 - 21
JetBlue Airways,201,"Fort Lauderdale, FL (FLL)",Delayed,8:03 AM,8:45 AM,Term 5 - 21
Royal Air Maroc,9572,"Fort Lauderdale, FL (FLL)",Delayed,8:03 AM,8:45 AM,Term 5 - 21
China Eastern Airlines,8834,"Los Angeles, CA (LAX)",Departed,8:05 AM,8:03 AM,Term 4 - B34
China Eastern Airlines,8863,"Washington, DC (DCA)",In Air,8:05 AM,8:01 AM,Term 4 - B51
China Eastern Airlines,4354,"Raleigh/Durham, NC (RDU)",Departed,8:05 AM,8:02 AM,Term 4 - B46
China Southern Airlines,1137,"Orlando, FL (MCO)",In Air,8:05 AM,8:02 AM,Term 2 - C67
China Southern Airlines,1276,"Washington, DC (DCA)",In Air,8:05 AM,8:01 AM,Term 4 - B51
China Southern Airlines,1280,"Raleigh/Durham, NC (RDU)",Departed,8:05 AM,8:02 AM,Term 4 - B46
Delta Air Lines,472,"Los Angeles, CA (LAX)",Departed,8:05 AM,8:03 AM,Term 4 - B34
Delta Air Lines,2474,San Juan (SJU),In Air,8:05 AM,7:59 AM,Term 2 - C64
Delta Air Lines,2804,"Orlando, FL (MCO)",In Air,8:05 AM,8:02 AM,Term 2 - C67
Delta Air Lines,4014,"Washington, DC (DCA)",In Air,8:05 AM,8:01 AM,Term 4 - B51
Delta Air Lines,4038,"Raleigh/Durham, NC (RDU)",Departed,8:05 AM,8:02 AM,Term 4 - B46
Delta Air Lines,4246,"Jacksonville, FL (JAX)",Departed,8:05 AM,8:00 AM,Term 2 - C60
GOL Transportes Aereos,8072,"Los Angeles, CA (LAX)",Departed,8:05 AM,8:03 AM,Term 4 - B34
GOL Transportes Aereos,8074,"Orlando, FL (MCO)",In Air,8:05 AM,8:02 AM,Term 2 - C67
Virgin Atlantic,4867,"Los Angeles, CA (LAX)",Departed,8:05 AM,8:03 AM,Term 4 - B34
Virgin Atlantic,2755,San Juan (SJU),In Air,8:05 AM,7:59 AM,Term 2 - C64
Virgin Atlantic,5467,"Orlando, FL (MCO)",In Air,8:05 AM,8:02 AM,Term 2 - C67
Virgin Atlantic,4649,"Washington, DC (DCA)",In Air,8:05 AM,8:01 AM,Term 4 - B51
Virgin Atlantic,4647,"Raleigh/Durham, NC (RDU)",Departed,8:05 AM,8:02 AM,Term 4 - B46
Virgin Atlantic,4605,"Jacksonville, FL (JAX)",Departed,8:05 AM,8:00 AM,Term 2 - C60
Virgin Australia,6569,"Los Angeles, CA (LAX)",Departed,8:05 AM,8:03 AM,Term 4 - B34
WestJet Airlines,7692,San Juan (SJU),In Air,8:05 AM,7:59 AM,Term 2 - C64
WestJet Airlines,6460,"Orlando, FL (MCO)",In Air,8:05 AM,8:02 AM,Term 2 - C67
WestJet Airlines,6424,"Washington, DC (DCA)",In Air,8:05 AM,8:01 AM,Term 4 - B51
WestJet Airlines,6880,"Raleigh/Durham, NC (RDU)",Departed,8:05 AM,8:02 AM,Term 4 - B46
China Eastern Airlines,8815,"Tampa, FL (TPA)",In Air,8:07 AM,7:57 AM,Term 2 - C61
Delta Air Lines,2598,"Tampa, FL (TPA)",In Air,8:07 AM,7:57 AM,Term 2 - C61
Virgin Atlantic,4837,"Tampa, FL (TPA)",In Air,8:07 AM,7:57 AM,Term 2 - C61
El Al Israel Airlines,8633,"Charlotte, NC (CLT)",Departed,8:09 AM,8:02 AM,Term 5 - 18
Hawaiian Airlines,2006,"Charlotte, NC (CLT)",Departed,8:09 AM,8:02 AM,Term 5 - 18
JetBlue Airways,219,"Charlotte, NC (CLT)",Departed,8:09 AM,8:02 AM,Term 5 - 18
JetBlue Airways,393,"Daytona Beach, FL (DAB)",In Air,8:09 AM,8:03 AM,Term 5 - 04
Royal Air Maroc,9612,"Charlotte, NC (CLT)",Departed,8:09 AM,8:02 AM,Term 5 - 18
Delta Air Lines,2154,"Phoenix, AZ (PHX)",Departed,8:10 AM,8:02 AM,Term 2 - C70
Virgin Atlantic,4839,"Phoenix, AZ (PHX)",Departed,8:10 AM,8:02 AM,Term 2 - C70
El Al Israel Airlines,8704,"Raleigh/Durham, NC (RDU)",Departed,8:12 AM,8:14 AM,Term 5 - 20
Hawaiian Airlines,2016,"Raleigh/Durham, NC (RDU)",Departed,8:12 AM,8:14 AM,Term 5 - 20
JetBlue Airways,885,"Raleigh/Durham, NC (RDU)",Departed,8:12 AM,8:14 AM,Term 5 - 20
AeroMexico,5719,"Buffalo, NY (BUF)",Departed,8:15 AM,8:05 AM,Term 4 - B43
American Airlines,1153,"Charlotte, NC (CLT)",Departed,8:15 AM,8:13 AM,Term 8 - 2
China Southern Airlines,1278,"Buffalo, NY (BUF)",Departed,8:15 AM,8:05 AM,Term 4 - B43
Delta Air Lines,459,"San Francisco, CA (SFO)",Departed,8:15 AM,8:10 AM,Term 4 - B39
Delta Air Lines,2498,"Charleston, SC (CHS)",Departed,8:15 AM,8:03 AM,Term 2 - C69
Delta Air Lines,4018,"Buffalo, NY (BUF)",Departed,8:15 AM,8:05 AM,Term 4 - B43
Delta Air Lines,4371,London (LHR),Departed,8:15 AM,8:03 AM,Term 4 - AO5
Delta Air Lines,3574,"Des Moines, IA (DSM)",Departed,8:15 AM,8:23 AM,Term 4 - B48
DHL Air,971,East Midlands (EMA),Scheduled,8:15 AM,8:15 AM,
GOL Transportes Aereos,8156,"San Francisco, CA (SFO)",Departed,8:15 AM,8:10 AM,Term 4 - B39
Jet Airways,5809,London (LHR),Departed,8:15 AM,8:03 AM,Term 4 - AO5
Singapore Airlines,2526,London (LHR),Departed,8:15 AM,8:03 AM,Term 4 - AO5
Virgin Atlantic,4767,"San Francisco, CA (SFO)",Departed,8:15 AM,8:10 AM,Term 4 - B39
Virgin Atlantic,2722,"Charleston, SC (CHS)",Departed,8:15 AM,8:03 AM,Term 2 - C69
Virgin Atlantic,3147,"Buffalo, NY (BUF)",Departed,8:15 AM,8:05 AM,Term 4 - B43
Virgin Atlantic,26,London (LHR),Departed,8:15 AM,8:03 AM,Term 4 - AO5
WestJet Airlines,7671,"Buffalo, NY (BUF)",Departed,8:15 AM,8:05 AM,Term 4 - B43
Delta Air Lines,435,"Minneapolis, MN (MSP)",Departed,8:20 AM,8:11 AM,Term 4 - B37
GOL Transportes Aereos,8228,"Minneapolis, MN (MSP)",Departed,8:20 AM,8:11 AM,Term 4 - B37
Virgin Atlantic,4669,"Minneapolis, MN (MSP)",Departed,8:20 AM,8:11 AM,Term 4 - B37
China Southern Airlines,1145,"New Orleans, LA (MSY)",Departed,8:21 AM,8:18 AM,Term 4 - B49
Delta Air Lines,4005,"New Orleans, LA (MSY)",Departed,8:21 AM,8:18 AM,Term 4 - B49
Virgin Atlantic,4665,"New Orleans, LA (MSY)",Departed,8:21 AM,8:18 AM,Term 4 - B49
AeroMexico,5517,"Atlanta, GA (ATL)",Departed,8:25 AM,8:20 AM,Term 4 - B41
China Southern Airlines,1001,"Atlanta, GA (ATL)",Departed,8:25 AM,8:20 AM,Term 4 - B41
Delta Air Lines,469,"Atlanta, GA (ATL)",Departed,8:25 AM,8:20 AM,Term 4 - B41
Korean Air,7305,"Atlanta, GA (ATL)",Departed,8:25 AM,8:20 AM,Term 4 - B41
Virgin Atlantic,4382,"Atlanta, GA (ATL)",Departed,8:25 AM,8:20 AM,Term 4 - B41
WestJet Airlines,7631,"Atlanta, GA (ATL)",Departed,8:25 AM,8:20 AM,Term 4 - B41
El Al Israel Airlines,8674,"Orlando, FL (MCO)",Departed,8:26 AM,8:21 AM,Term 5 - 25
Hawaiian Airlines,2068,"Orlando, FL (MCO)",Departed,8:26 AM,8:21 AM,Term 5 - 25
JetBlue Airways,289,"Orlando, FL (MCO)",Departed,8:26 AM,8:21 AM,Term 5 - 25
Royal Air Maroc,9502,"Orlando, FL (MCO)",Departed,8:26 AM,8:21 AM,Term 5 - 25
JetBlue Airways,509,Santo Domingo (SDQ),Scheduled,8:29 AM,8:40 AM,Term 5 - 19
China Eastern Airlines,4395,"Las Vegas, NV (LAS)",Departed,8:30 AM,8:25 AM,Term 4 - B38
Delta Air Lines,439,"Las Vegas, NV (LAS)",Departed,8:30 AM,8:25 AM,Term 4 - B38
Delta Air Lines,4093,"Charlotte, NC (CLT)",Departed,8:30 AM,8:24 AM,Term 4 - B55
GOL Transportes Aereos,8068,"Las Vegas, NV (LAS)",Departed,8:30 AM,8:25 AM,Term 4 - B38
Virgin Atlantic,4813,"Las Vegas, NV (LAS)",Departed,8:30 AM,8:25 AM,Term 4 - B38
Virgin Atlantic,2777,"Charlotte, NC (CLT)",Departed,8:30 AM,8:24 AM,Term 4 - B55
WestJet Airlines,7697,"Charlotte, NC (CLT)",Departed,8:30 AM,8:24 AM,Term 4 - B55
Delta Air Lines,482,Punta Cana (PUJ),Departed,8:35 AM,8:29 AM,Term 4 - B24
Delta Air Lines,493,Santo Domingo (SDQ),Departed,8:35 AM,8:26 AM,Term 4 - B25
Delta Air Lines,2288,"San Diego, CA (SAN)",Departed,8:35 AM,8:26 AM,Term 2 - C65
JetBlue Airways,935,Port Au Prince (PAP),Scheduled,8:35 AM,8:35 AM,Term 5 - 08
Virgin Atlantic,4771,"San Diego, CA (SAN)",Departed,8:35 AM,8:26 AM,Term 2 - C65
China Southern Airlines,1122,"Fort Lauderdale, FL (FLL)",Departed,8:37 AM,8:30 AM,Term 2 - C62
Delta Air Lines,2324,"Fort Lauderdale, FL (FLL)",Departed,8:37 AM,8:30 AM,Term 2 - C62
Virgin Atlantic,3151,"Fort Lauderdale, FL (FLL)",Departed,8:37 AM,8:30 AM,Term 2 - C62
Delta Air Lines,2836,"Denver, CO (DEN)",Departed,8:40 AM,8:30 AM,Term 2 - C66
JetBlue Airways,787,St. Maarten (SXM),Departed,8:40 AM,8:20 AM,Term 5 - 11
Virgin Atlantic,3275,"Denver, CO (DEN)",Departed,8:40 AM,8:30 AM,Term 2 - C66
Delta Air Lines,437,St George (BDA),Departed,8:41 AM,8:35 AM,Term 4 - B26
Delta Air Lines,484,Aruba (AUA),Departed,8:41 AM,8:35 AM,Term 4 - B35
Delta Air Lines,450,Santiago (STI),Departed,8:45 AM,8:38 AM,Term 4 - B20
American Airlines,1327,Cancun (CUN),Scheduled,8:50 AM,8:50 AM,Term 8 - 43
All Nippon Airways,7815,Medellin (MDE),Scheduled,8:55 AM,,Term 4
Avianca,43,Medellin (MDE),Scheduled,8:55 AM,,Term 4
El Al Israel Airlines,8666,"Los Angeles, CA (LAX)",Scheduled,8:55 AM,8:55 AM,Term 5 - 09
JetBlue Airways,223,"Los Angeles, CA (LAX)",Scheduled,8:55 AM,8:55 AM,Term 5 - 09
South African Airways,7364,"Los Angeles, CA (LAX)",Scheduled,8:55 AM,8:55 AM,Term 5 - 09
El Al Israel Airlines,8661,"Las Vegas, NV (LAS)",Scheduled,8:59 AM,8:59 AM,Term 5 - 05
Hawaiian Airlines,2323,"Las Vegas, NV (LAS)",Scheduled,8:59 AM,8:59 AM,Term 5 - 05
JetBlue Airways,1611,"Las Vegas, NV (LAS)",Scheduled,8:59 AM,8:59 AM,Term 5 - 05
Royal Air Maroc,9640,"Las Vegas, NV (LAS)",Scheduled,8:59 AM,8:59 AM,Term 5 - 05
South African Airways,7362,"Las Vegas, NV (LAS)",Scheduled,8:59 AM,8:59 AM,Term 5 - 05
AeroMexico,5496,"Philadelphia, PA (PHL)",Delayed,9:00 AM,9:18 AM,Term 4 - B46
AeroMexico,5718,"Baltimore, MD (BWI)",Scheduled,9:00 AM,,Term 4 - B42
AeroMexico,5235,"Washington, DC (IAD)",Scheduled,9:00 AM,,Term 4 - B45
American Airlines,3543,Montreal (YUL),Scheduled,9:00 AM,9:00 AM,Term 8 - 32G
British Airways,5771,Montreal (YUL),Scheduled,9:00 AM,9:00 AM,Term 8 - 32G
China Airlines,9088,"Washington, DC (IAD)",Scheduled,9:00 AM,,Term 4 - B45
China Southern Airlines,1268,"Philadelphia, PA (PHL)",Delayed,9:00 AM,9:18 AM,Term 4 - B46
China Southern Airlines,1270,"Baltimore, MD (BWI)",Scheduled,9:00 AM,,Term 4 - B42
China Southern Airlines,1266,"Washington, DC (IAD)",Scheduled,9:00 AM,,Term 4 - B45
Delta Air Lines,4052,"Philadelphia, PA (PHL)",Delayed,9:00 AM,9:18 AM,Term 4 - B46
Delta Air Lines,4076,"Baltimore, MD (BWI)",Scheduled,9:00 AM,,Term 4 - B42
Delta Air Lines,4077,"Boston, MA (BOS)",Scheduled,9:00 AM,,Term 4 - B47
Delta Air Lines,4103,"Washington, DC (IAD)",Scheduled,9:00 AM,,Term 4 - B45
El Al Israel Airlines,8710,"Rochester, NY (ROC)",Scheduled,9:00 AM,9:00 AM,Term 5 - 02
El Al Israel Airlines,8691,"Chicago, IL (ORD)",Scheduled,9:00 AM,9:00 AM,Term 5 - 16
El Al Israel Airlines,8635,"Denver, CO (DEN)",Scheduled,9:00 AM,9:00 AM,Term 5 - 14
GOL Transportes Aereos,8238,"Boston, MA (BOS)",Scheduled,9:00 AM,,Term 4 - B47
Hawaiian Airlines,2026,"Rochester, NY (ROC)",Scheduled,9:00 AM,9:00 AM,Term 5 - 02
Japan Airlines,7466,Montreal (YUL),Scheduled,9:00 AM,9:00 AM,Term 8 - 32G
JetBlue Airways,8043,St Johns (ANU),Scheduled,9:00 AM,9:00 AM,23
JetBlue Airways,286,"Rochester, NY (ROC)",Scheduled,9:00 AM,9:00 AM,Term 5 - 02
JetBlue Airways,1105,"Chicago, IL (ORD)",Scheduled,9:00 AM,9:00 AM,Term 5 - 16
JetBlue Airways,1297,"Denver, CO (DEN)",Scheduled,9:00 AM,9:00 AM,Term 5 - 14
Korean Air,7331,"Washington, DC (IAD)",Scheduled,9:00 AM,,Term 4 - B45
Royal Air Maroc,9618,"Rochester, NY (ROC)",Scheduled,9:00 AM,9:00 AM,Term 5 - 02
Royal Air Maroc,9546,"Chicago, IL (ORD)",Scheduled,9:00 AM,9:00 AM,Term 5 - 16
South African Airways,7370,"Chicago, IL (ORD)",Scheduled,9:00 AM,9:00 AM,Term 5 - 16
South African Airways,7358,"Denver, CO (DEN)",Scheduled,9:00 AM,9:00 AM,Term 5 - 14
Virgin Atlantic,4639,"Philadelphia, PA (PHL)",Delayed,9:00 AM,9:18 AM,Term 4 - B46
Virgin Atlantic,4607,"Baltimore, MD (BWI)",Scheduled,9:00 AM,,Term 4 - B42
Virgin Atlantic,2716,"Boston, MA (BOS)",Scheduled,9:00 AM,,Term 4 - B47
Virgin Atlantic,4717,"Washington, DC (IAD)",Scheduled,9:00 AM,,Term 4 - B45
WestJet Airlines,7675,"Baltimore, MD (BWI)",Scheduled,9:00 AM,,Term 4 - B42
WestJet Airlines,7699,"Boston, MA (BOS)",Scheduled,9:00 AM,,Term 4 - B47
WestJet Airlines,6854,"Washington, DC (IAD)",Scheduled,9:00 AM,,Term 4 - B45
JetBlue Airways,869,Punta Cana (PUJ),Scheduled,9:02 AM,9:02 AM,Term 5 - 07
AeroMexico,4593,Cancun (CUN),Scheduled,9:05 AM,9:00 AM,Term 4 - B22
AeroMexico,4682,"Detroit, MI (DTW)",Scheduled,9:05 AM,9:00 AM,Term 2 - C68
Alaska Airlines,1407,"Los Angeles, CA (LAX)",Scheduled,9:05 AM,,Term T4 - A2
China Airlines,9613,"Los Angeles, CA (LAX)",Scheduled,9:05 AM,,Term T4 - A2
China Southern Airlines,1077,"Detroit, MI (DTW)",Scheduled,9:05 AM,9:00 AM,Term 2 - C68
Delta Air Lines,438,Cancun (CUN),Scheduled,9:05 AM,9:00 AM,Term 4 - B22
Delta Air Lines,441,Montego Bay (MBJ),Scheduled,9:05 AM,9:00 AM,Term 4 - B30
Delta Air Lines,462,"Detroit, MI (DTW)",Scheduled,9:05 AM,9:00 AM,Term 2 - C68
Delta Air Lines,4123,"Savannah, GA (SAV)",Scheduled,9:05 AM,,Term 4 - B53
El Al Israel Airlines,8613,"Burlington, VT (BTV)",Scheduled,9:05 AM,9:05 AM,Term 5 - 10
Hawaiian Airlines,2060,"Burlington, VT (BTV)",Scheduled,9:05 AM,9:05 AM,Term 5 - 10
Hawaiian Airlines,2521,"Los Angeles, CA (LAX)",Scheduled,9:05 AM,,Term T4 - A2
Jet Airways,8415,"Detroit, MI (DTW)",Scheduled,9:05 AM,9:00 AM,Term 2 - C68
JetBlue Airways,1634,"Burlington, VT (BTV)",Scheduled,9:05 AM,9:05 AM,Term 5 - 10
Singapore Airlines,1415,"Los Angeles, CA (LAX)",Scheduled,9:05 AM,,Term T4 - A2
Virgin America,407,"Los Angeles, CA (LAX)",Scheduled,9:05 AM,,Term T4 - A2
Virgin Atlantic,4853,Montego Bay (MBJ),Scheduled,9:05 AM,9:00 AM,Term 4 - B30
Virgin Atlantic,2907,"Detroit, MI (DTW)",Scheduled,9:05 AM,9:00 AM,Term 2 - C68
Virgin Atlantic,4905,"Savannah, GA (SAV)",Scheduled,9:05 AM,,Term 4 - B53
El Al Israel Airlines,8737,San Juan (SJU),Scheduled,9:09 AM,9:09 AM,Term 5 - 29
JetBlue Airways,403,San Juan (SJU),Scheduled,9:09 AM,9:09 AM,Term 5 - 29
JetBlue Airways,421,Nassau (NAS),Scheduled,9:14 AM,9:14 AM,Term 5 - 12
El Al Israel Airlines,8694,"West Palm Beach, FL (PBI)",Scheduled,9:19 AM,9:19 AM,Term 5 - 06
Hawaiian Airlines,2048,"West Palm Beach, FL (PBI)",Scheduled,9:19 AM,9:19 AM,Term 5 - 06
JetBlue Airways,53,"West Palm Beach, FL (PBI)",Scheduled,9:19 AM,9:19 AM,Term 5 - 06
JetBlue Airways,765,Grand Cayman (GCM),Scheduled,9:19 AM,9:19 AM,Term 5 - 01
Delta Air Lines,2355,"Austin, TX (AUS)",Scheduled,9:20 AM,9:15 AM,Term 2 - C63
Virgin Atlantic,4803,"Austin, TX (AUS)",Scheduled,9:20 AM,9:15 AM,Term 2 - C63
El Al Israel Airlines,8726,"Seattle, WA (SEA)",Scheduled,9:24 AM,9:24 AM,Term 5 - 22
JetBlue Airways,63,"Seattle, WA (SEA)",Scheduled,9:24 AM,9:24 AM,Term 5 - 22
JetBlue Airways,243,Havana (HAV),Scheduled,9:24 AM,9:24 AM,Term 5 - 26
Royal Air Maroc,9600,"Seattle, WA (SEA)",Scheduled,9:24 AM,9:24 AM,Term 5 - 22
South African Airways,7382,"Seattle, WA (SEA)",Scheduled,9:24 AM,9:24 AM,Term 5 - 22
El Al Israel Airlines,8731,"San Francisco, CA (SFO)",Scheduled,9:25 AM,9:25 AM,Term 5 - 15
JetBlue Airways,415,"San Francisco, CA (SFO)",Scheduled,9:25 AM,9:25 AM,Term 5 - 15
Royal Air Maroc,9556,"San Francisco, CA (SFO)",Scheduled,9:25 AM,9:25 AM,Term 5 - 15
South African Airways,7384,"San Francisco, CA (SFO)",Scheduled,9:25 AM,9:25 AM,Term 5 - 15
Alaska Airlines,1251,"Las Vegas, NV (LAS)",Scheduled,9:30 AM,,Term T4 - A2
Hawaiian Airlines,2517,"Las Vegas, NV (LAS)",Scheduled,9:30 AM,,Term T4 - A2
Virgin America,251,"Las Vegas, NV (LAS)",Scheduled,9:30 AM,,Term T4 - A2
AeroMexico,5279,Mexico City (MEX),Scheduled,9:35 AM,9:30 AM,Term 4 - B32
AeroMexico,5208,"Rochester, NY (ROC)",Scheduled,9:35 AM,,Term 4 - B44
AeroMexico,5129,"Richmond, VA (RIC)",Delayed,9:35 AM,10:28 AM,Term 2 - C60
China Airlines,9177,"Richmond, VA (RIC)",Delayed,9:35 AM,10:28 AM,Term 2 - C60
China Southern Airlines,1288,"Richmond, VA (RIC)",Delayed,9:35 AM,10:28 AM,Term 2 - C60
Delta Air Lines,481,Mexico City (MEX),Scheduled,9:35 AM,9:30 AM,Term 4 - B32
Delta Air Lines,3818,"Rochester, NY (ROC)",Scheduled,9:35 AM,,Term 4 - B44
Delta Air Lines,4143,"Richmond, VA (RIC)",Delayed,9:35 AM,10:28 AM,Term 2 - C60
Virgin Atlantic,4963,Mexico City (MEX),Scheduled,9:35 AM,9:30 AM,Term 4 - B32
Virgin Atlantic,3156,"Rochester, NY (ROC)",Scheduled,9:35 AM,,Term 4 - B44
Virgin Atlantic,2914,"Richmond, VA (RIC)",Delayed,9:35 AM,10:28 AM,Term 2 - C60
WestJet Airlines,7698,"Richmond, VA (RIC)",Delayed,9:35 AM,10:28 AM,Term 2 - C60
AeroMexico,5011,"Cleveland, OH (CLE)",Scheduled,9:40 AM,,Term 4 - B51
China Airlines,9085,"Cleveland, OH (CLE)",Scheduled,9:40 AM,,Term 4 - B51
China Southern Airlines,1272,"Syracuse, NY (SYR)",Scheduled,9:40 AM,,Term 2 - C61
China Southern Airlines,1294,Montreal (YUL),Scheduled,9:40 AM,,Term 4 - B43
Delta Air Lines,3821,"Syracuse, NY (SYR)",Scheduled,9:40 AM,,Term 2 - C61
Delta Air Lines,4043,Montreal (YUL),Scheduled,9:40 AM,,Term 4 - B43
Delta Air Lines,4244,"Cleveland, OH (CLE)",Scheduled,9:40 AM,,Term 4 - B51
GOL Transportes Aereos,8418,Montreal (YUL),Scheduled,9:40 AM,,Term 4 - B43
Hawaiian Airlines,2066,"Orlando, FL (MCO)",Scheduled,9:40 AM,9:40 AM,Term 5 - 25
JetBlue Airways,789,"Orlando, FL (MCO)",Scheduled,9:40 AM,9:40 AM,Term 5 - 25
Korean Air,7371,Montreal (YUL),Scheduled,9:40 AM,,Term 4 - B43
South African Airways,7366,"Orlando, FL (MCO)",Scheduled,9:40 AM,9:40 AM,Term 5 - 25
Virgin Atlantic,4743,"Syracuse, NY (SYR)",Scheduled,9:40 AM,,Term 2 - C61
Virgin Atlantic,4723,Montreal (YUL),Scheduled,9:40 AM,,Term 4 - B43
Virgin Atlantic,2911,"Cleveland, OH (CLE)",Scheduled,9:40 AM,,Term 4 - B51
WestJet Airlines,6429,Montreal (YUL),Scheduled,9:40 AM,,Term 4 - B43
WestJet Airlines,7693,"Cleveland, OH (CLE)",Scheduled,9:40 AM,,Term 4 - B51
JetBlue Airways,1057,Aruba (AUA),Scheduled,9:42 AM,9:42 AM,Term 5 - 18
American Airlines,3725,Toronto (YYZ),Cancelled,9:45 AM,,Term 8 - 32F
Asiana Airlines,9458,Panama City (PTY),Scheduled,9:45 AM,,Term 4 - A4
China Eastern Airlines,4153,"Los Angeles, CA (LAX)",Scheduled,9:45 AM,,Term 4 - B36
Copa Airlines,803,Panama City (PTY),Scheduled,9:45 AM,,Term 4 - A4
Delta Air Lines,428,"Los Angeles, CA (LAX)",Scheduled,9:45 AM,,Term 4 - B36
Delta Air Lines,4023,"Chicago, IL (ORD)",Scheduled,9:45 AM,,Term 4 - B49
Dynamic International Airways,421,Guayaquil (GYE),Scheduled,9:45 AM,9:45 AM,Term 1
GOL Transportes Aereos,8316,"Los Angeles, CA (LAX)",Scheduled,9:45 AM,,Term 4 - B36
LAN Airlines,7004,Toronto (YYZ),Cancelled,9:45 AM,,Term 8 - 32F
Qantas Airways,3269,Toronto (YYZ),Cancelled,9:45 AM,,Term 8 - 32F
